cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
OP07-102,Jinbe,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-102.png?250701"", ""alt"": ""Jinbe"", ""localPath"": ""OP07-102.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand and add this card to your hand.,C,OP07 - 500 Years in the Future
OP07-103,Tony Tony.Chopper,CHARACTER,,2,3000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-103.png?250701"", ""alt"": ""Tony Tony.Chopper"", ""localPath"": ""OP07-103.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","Up to 1 of your {Egghead} type Characters gains [Blocker] during this turn. Then, add this card to your hand.",C,OP07 - 500 Years in the Future
OP07-104,Nico Robin,CHARACTER,,3,4000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-104.png?250701"", ""alt"": ""Nico Robin"", ""localPath"": ""OP07-104.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","If your Leader has the {Egghead} type, draw 2 cards.",UC,OP07 - 500 Years in the Future
OP07-105,Pythagoras,CHARACTER,,5,6000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-105.png?250701"", ""alt"": ""Pythagoras"", ""localPath"": ""OP07-105.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On K.O.] If you have 2 or less Life cards, play up to 1 {Egghead} type Character card with a cost of 4 or less from your trash rested.""}]}]","If your Leader is [Vegapunk], play this card.",UC,OP07 - 500 Years in the Future
OP07-106,Fuza,CHARACTER,,4,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-106.png?250701"", ""alt"": ""Fuza"", ""localPath"": ""OP07-106.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] If you have 1 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",,C,OP07 - 500 Years in the Future
OP07-107,Franky,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-107.png?250701"", ""alt"": ""Franky"", ""localPath"": ""OP07-107.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","Draw 1 card. Then, if you have 1 or less Life cards, play this card.",R,OP07 - 500 Years in the Future
OP07-107_p1,Franky,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-107_p1.png?250701"", ""alt"": ""Franky"", ""localPath"": ""OP07-107_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","Draw 1 card. Then, if you have 1 or less Life cards, play this card.",R,OP07 - 500 Years in the Future
OP07-108,Vega Force 01,CHARACTER,,4,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-108.png?250701"", ""alt"": ""Vega Force 01"", ""localPath"": ""OP07-108.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,OP07 - 500 Years in the Future
OP07-109,Monkey.D.Luffy,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-109.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""OP07-109.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may trash this Character: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.""}]}]",K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,SR,OP07 - 500 Years in the Future
OP07-109_p1,Monkey.D.Luffy,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-109_p1.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""OP07-109_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may trash this Character: If you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, draw 1 card.""}]}]",K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,SR,OP07 - 500 Years in the Future
OP07-110,York,CHARACTER,,5,6000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-110.png?250701"", ""alt"": ""York"", ""localPath"": ""OP07-110.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.""}]}]","If your Leader is [Vegapunk], play this card.",C,OP07 - 500 Years in the Future
OP07-111,Lilith,CHARACTER,,3,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-111.png?250701"", ""alt"": ""Lilith"", ""localPath"": ""OP07-111.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Egghead} type card other than [Lilith] and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]","If your Leader is [Vegapunk], play this card.",SR,OP07 - 500 Years in the Future
OP07-111_p1,Lilith,CHARACTER,,3,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-111_p1.png?250701"", ""alt"": ""Lilith"", ""localPath"": ""OP07-111_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Egghead} type card other than [Lilith] and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]","If your Leader is [Vegapunk], play this card.",SR,OP07 - 500 Years in the Future
OP07-112,Lucy,CHARACTER,,6,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-112.png?250701"", ""alt"": ""Lucy"", ""localPath"": ""OP07-112.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] [Once Per Turn] You may add 1 card from the top or bottom of your Life cards to your hand: You may rest up to 1 of your opponent's Characters with a cost of 4 or less. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.""}]}]",,R,OP07 - 500 Years in the Future
OP07-113,Roronoa Zoro,CHARACTER,,5,6000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-113.png?250701"", ""alt"": ""Roronoa Zoro"", ""localPath"": ""OP07-113.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","If your Leader has the {Egghead} type, rest up to 1 of your opponent's Leader or Character cards.",UC,OP07 - 500 Years in the Future
OP07-114,He Possesses the World's Most Brilliant Mind,EVENT,,1,-,[],"[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-114.png?250701"", ""alt"": ""He Possesses the World""s Most Brilliant Mind"", ""localPath"": ""OP07-114.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Egghead} type card other than [He Possesses the World's Most Brilliant Mind] and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]",Draw 1 card.,UC,OP07 - 500 Years in the Future
OP07-115,I Re-Quasar Helllp!!,EVENT,,1,-,[],"[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-115.png?250701"", ""alt"": ""I Re-Quasar Helllp!!"", ""localPath"": ""OP07-115.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] If you have 2 or less Life cards, up to 1 of your Leader or Character cards gains +3000 power during this battle.""}]}]",Play up to 1 of your {Egghead} type Character cards with a cost of 5 or less from your trash.,C,OP07 - 500 Years in the Future
OP07-116,Blaze Slice,EVENT,,1,-,[],"[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""The Akazaya Nine"", ""value"": ""The Akazaya Nine""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-116.png?250701"", ""alt"": ""Blaze Slice"", ""localPath"": ""OP07-116.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main]/[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, if your opponent has 2 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.""}]}]",Rest up to 1 of your opponent's Characters with a cost of 4 or less.,R,OP07 - 500 Years in the Future
OP07-117,Egghead,STAGE,,2,-,[],"[{""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-117.png?250701"", ""alt"": ""Egghead"", ""localPath"": ""OP07-117.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[End of Your Turn] If you have 3 or less Life cards, set up to 1 {Egghead} type Character with a cost of 5 or less as active.""}]}]",Play this card.,C,OP07 - 500 Years in the Future
OP07-118,Sabo,CHARACTER,,8,9000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-118.png?250701"", ""alt"": ""Sabo"", ""localPath"": ""OP07-118.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less and up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",,SEC,OP07 - 500 Years in the Future
OP07-118_p1,Sabo,CHARACTER,,8,9000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-118_p1.png?250701"", ""alt"": ""Sabo"", ""localPath"": ""OP07-118_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less and up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",,SEC,OP07 - 500 Years in the Future
OP07-119,Portgas.D.Ace,CHARACTER,,10,10000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-119.png?250701"", ""alt"": ""Portgas.D.Ace"", ""localPath"": ""OP07-119.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Add up to 1 card from the top of your deck to the top of your Life cards. Then, if you have 2 or less Life cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)""}]}]",,SEC,OP07 - 500 Years in the Future
OP07-119_p1,Portgas.D.Ace,CHARACTER,,10,10000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-119_p1.png?250701"", ""alt"": ""Portgas.D.Ace"", ""localPath"": ""OP07-119_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Add up to 1 card from the top of your deck to the top of your Life cards. Then, if you have 2 or less Life cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)""}]}]",,SEC,OP07 - 500 Years in the Future
ST10-010_p2,Trafalgar Law,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST10-010_p2.png?250701"", ""alt"": ""Trafalgar Law"", ""localPath"": ""ST10-010_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! \uff0d1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.""}]}]",,TR,ST10 - The Three Captains
OP01-035_p2,Okiku,CHARACTER,,3,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""The Akazaya Nine"", ""value"": ""The Akazaya Nine""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-035_p2.png?250701"", ""alt"": ""Okiku"", ""localPath"": ""OP01-035_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 5 or less.""}]}]",,SP,OP01 - Romance Dawn
OP01-073_p2,Donquixote Doflamingo,CHARACTER,,3,4000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-073_p2.png?250701"", ""alt"": ""Donquixote Doflamingo"", ""localPath"": ""OP01-073_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.""}]}]",,SP,OP01 - Romance Dawn
OP03-003_p1,Izo,CHARACTER,,1,2000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p1.png?250701"", ""alt"": ""Izo"", ""localPath"": ""OP03-003_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including \""Whitebeard Pirates\"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]",,SP,OP03 - Pillars of Strength
